year,ais,ais_lo,ais_hi,gsic,gsic_lo,gsic_hi,gis,gis_lo,gis_hi,steric,steric_lo,steric_hi,lws,lws_lo,lws_hi,dang,dang_sig,dang_lo,dang_hi
1976,-0.22159060564908123,-0.3792129497453721,-0.06396826155279037,-1.3133924094113434,-1.8401787220692953,-0.7866060967533915,-0.4085678880864929,-0.6111426071155068,-0.20599316905747903,-1.5214472293853758,-1.9396997877292106,-1.103194671041541,0.11227188489653844,-0.2633897155244499,0.4879334853175268,-3.963633987688109,0.6680735747258159,-5.062615018112076,-2.8646529572641417
1977,-0.21624631014737222,-0.3693327083052045,-0.06315991198953996,-1.2574727621945465,-1.7713684813742565,-0.7435770430148365,-0.40815065557306496,-0.5996917149678337,-0.21660959617829625,-1.4027002811431886,-1.756199187007449,-1.0492013752789282,0.19925381324507974,-0.15893994527144667,0.5574475717616061,-3.764184937145327,0.6835992181068535,-4.888705650931101,-2.639664223359553
1978,-0.2107981118288908,-0.35949958375994395,-0.062096639897837674,-1.1968986121090972,-1.6951631574352115,-0.6986340667829829,-0.40049865896051595,-0.5863819388495964,-0.2146153790714355,-1.3702120304107668,-1.8924649184969702,-0.8479591423245634,-0.102972980520942,-0.44423824656333677,0.23829228552145276,-4.152141138121722,0.6607177353842427,-5.239021812828802,-3.065260463414643
1979,-0.20536288348111248,-0.34994882043619074,-0.060776946526034215,-1.1345557776364417,-1.6207479800655231,-0.6483635752073602,-0.389603788202459,-0.5700590074749818,-0.20914856892993614,-1.4052307605743404,-2.0711730805109347,-0.7392884406377459,-0.15958666422150353,-0.4849800048520365,0.16580667640902946,-3.820633753073221,0.6727669206593283,-4.927335337557816,-2.713932168588626
1980,-0.19993166056546302,-0.34062202395942154,-0.05924129717150453,-1.0903853979977698,-1.5593188992049225,-0.6214518967906171,-0.3607046907598319,-0.5376657317369535,-0.1837436497827103,-1.0921608448028564,-1.3179541982373184,-0.8663674913683944,0.04090054414489053,-0.26686544123184197,0.348666529521623,-3.3717894669527557,0.6562724978633286,-4.451357725937932,-2.29222120796758
1981,-0.19452041712674234,-0.33158047799874085,-0.05746035625474383,-1.0451837149533363,-1.501659179722918,-0.5887082501837547,-0.3079829996282405,-0.47891310087277256,-0.13705289838370843,-1.1296556949615475,-1.3122470769185195,-0.9470643130045755,-0.04457878687165007,-0.3337547535571585,0.24459717981385837,-3.5930862101710876,0.6344563567170589,-4.636766916970649,-2.549405503371526
1982,-0.1890497597781095,-0.3226831878847647,-0.055416331671454294,-1.0073812094601715,-1.4495715263987226,-0.5651908925216205,-0.2692658250982112,-0.43584501001649256,-0.10268664017992982,-1.2615566730499266,-1.5441956787742883,-0.9789176673255648,-0.08207749941132286,-0.3612627507094003,0.19710775188675456,-3.26564094942428,0.6539898911434818,-4.341454320355307,-2.1898275784932526
1983,-0.1837081822482023,-0.31420748868585113,-0.05320887581055342,-0.9826043692502114,-1.4071374389985842,-0.5580712995018386,-0.2925846880132503,-0.45674588171551833,-0.12842349431098235,-1.4041773319244384,-1.856556428498123,-0.9517982353507537,0.004897836663506239,-0.2661206036132769,0.27591627694028936,-3.0319987114894285,0.6693974789814157,-4.133157564413857,-1.9308398585649997
1984,-0.17819761362942788,-0.30580690607979083,-0.05058832117906492,-0.9233422842892735,-1.326687721180427,-0.5199968473981199,-0.30610683614557455,-0.46396790059287984,-0.14824577169826922,-1.3752907276153565,-1.9253338898954593,-0.8252475653352539,-0.092388435385444,-0.3459542598907345,0.16117738911984647,-2.868843014957873,0.643080514570408,-3.9267104614261945,-1.8109755684895519
1985,-0.1728599938479337,-0.2979690807449983,-0.04775090695086914,-0.8694018927487465,-1.25943599842176,-0.47936778707573297,-0.2849181955510921,-0.43838353484499226,-0.13145285625719194,-1.2075136661529546,-1.5699613119559286,-0.8450660203499807,-0.17238020517609337,-0.4043702998838151,0.05960988953162841,-2.8990094701234406,0.6171443952919654,-3.9142120003787237,-1.8838069398681574
1986,-0.16734274950894445,-0.2902121344161499,-0.04447336460173902,-0.8345355597409335,-1.2150358440247464,-0.4540352754571206,-0.2674289529973811,-0.4155480412809147,-0.1193098647138475,-1.0398712635040286,-1.220968426542179,-0.8587741004658783,-0.20295009233734823,-0.42338371792557034,0.017483533250873873,-2.87330639322433,0.592831342857288,-3.8485139522245686,-1.8980988342240912
1987,-0.16192802515896887,-0.2830725003088163,-0.04078355000912143,-0.8025719252499665,-1.1652820367794712,-0.43986181372046174,-0.2675323312932796,-0.4141728067263511,-0.12089185586020806,-1.0571058750152584,-1.3269323141060905,-0.7872794359244264,0.09238200566985383,-0.11102309798570861,0.2957871093254163,-2.2641210585903915,0.6113205312994795,-3.2697433325780354,-1.2584987846027478
1988,-0.15648268786343666,-0.27613022260929854,-0.036835153117574765,-0.7562198248776525,-1.0958466454694893,-0.4165930042858156,-0.24032619649713705,-0.3825106854482067,-0.09814170754606738,-0.9519709110260006,-1.2009862013912704,-0.7029556206607308,0.036418012597344174,-0.155658101244372,0.22849412643906034,-2.3658943766703318,0.6333920313082074,-3.407824268172333,-1.3239644851683305
1989,-0.15115498629483315,-0.26974275761145233,-0.03256721497821395,-0.7032585707577795,-1.0245915103899805,-0.3819256311255784,-0.2040105646306819,-0.33870227553965315,-0.06931885372171068,-0.9955696582794187,-1.3212049653501825,-0.6699343512086549,-0.16045150377533657,-0.33619253041584884,0.015289522865175681,-2.528762061984929,0.5705461197925954,-3.4673104290437484,-1.5902136949261099
1990,-0.14561819163235762,-0.26359260702439313,-0.027643776240322077,-0.6167625037106604,-0.9175989215164524,-0.31592608590486854,-0.18309095556085775,-0.311242009410594,-0.05493990171112151,-0.9834099292755125,-1.3383247121878432,-0.6284951463631818,-0.14841961481354454,-0.3141566818694347,0.0173174522423456,-2.179715392854077,0.6008455762484528,-3.168106365782782,-1.191324419925372
1991,-0.14028843966397375,-0.2580842206604459,-0.022492658667501622,-0.5496396628293124,-0.8296011245389481,-0.2696782011196768,-0.16452606374567214,-0.2891941479970412,-0.0398579794943031,-0.7139692783355716,-0.8285539264518192,-0.5993846302193239,-0.07829737283966753,-0.2428224562005068,0.08622771052117173,-1.7564531798143612,0.8129714126323642,-3.0937911535946006,-0.4191152060341221
1992,-0.15604604807767014,-0.2713076653066514,-0.04078443084868885,-0.5325298872860994,-0.7990004390095489,-0.26605933556265,-0.188701326196844,-0.2910139533050384,-0.08638869908864959,-0.7196871280670165,-1.0316024117823868,-0.4077718443516464,0.09364378831603304,-0.05513943444332575,0.24242701107539183,-1.3626232316025886,0.6403582268562116,-2.4160125147810567,-0.30923394842412044
1993,-0.1528996380892667,-0.2853861075125449,-0.020413168665988524,-0.45768133076754547,-0.7028694853909093,-0.21249317614418164,-0.1796168153936214,-0.2752984841238293,-0.08393514666341352,-0.7577068805694576,-1.131130100199801,-0.38428366093911404,-0.16415581323883754,-0.31570832516675706,-0.012603301310918053,-1.3434786406719077,0.5928393549848295,-2.318699379621952,-0.3682579017218631
1994,-0.11916503039273352,-0.2349608527851825,-0.003369208000284535,-0.38806482228365835,-0.6107678031433266,-0.16536184142399016,-0.15549810582941237,-0.23988813795322977,-0.07110807370559495,-0.6639641284942628,-0.8428124008496316,-0.485115856138894,-0.1742198906161569,-0.30389636759091787,-0.04454341364139594,-1.1756852332699044,0.7725700947183064,-2.4465630390815187,0.09519257254170976
1995,-0.09468263712796304,-0.18604591270701923,-0.0033193615489068573,-0.3054947462948887,-0.49760198953610224,-0.1133875030536752,-0.1020575826818294,-0.17926050032278765,-0.024854665040871166,-0.7604019641876225,-1.036933811348575,-0.4838701170266699,-0.04992975809357386,-0.16922881603903078,0.06936929985188305,-1.057131669360948,0.8493726888071729,-2.4543497424487475,0.3400864037268514
1996,-0.0823554429140958,-0.16242170015850282,-0.0022891856696887897,-0.27952066334811143,-0.44236059603991496,-0.11668073065630791,-0.13944633657282057,-0.20332432273912426,-0.07556835040651688,-0.4555838108062744,-0.49867283515994354,-0.4124947864526053,-0.061275359175421984,-0.17110211542273684,0.04855139707189288,-0.9875334270864919,0.4554392741623568,-1.736731033083569,-0.23833582108941498
1997,-0.06694213477048011,-0.13050956645806844,-0.0033747030828917696,-0.21014877232638285,-0.3524533037996705,-0.0678442408530952,-0.1368076151067561,-0.19111841333334842,-0.08249681688016378,-0.42439217567443843,-0.5618927114520016,-0.2868916398968753,-0.13992886163971646,-0.26270577456696886,-0.017151948712464032,-0.8148721992149919,0.5821383277329012,-1.7724897483356143,0.1427453499056306
1998,-0.04962514964017012,-0.10747558104810256,0.008225281767762327,-0.11813374432650492,-0.238869296763983,0.0026018081109731583,-0.09964726621454423,-0.14630128309487778,-0.05299324933421069,-0.4012865543365476,-0.6328653192189136,-0.1697077894541815,-0.03388700105927206,-0.1496418244459476,0.08186782232740346,-0.7709233996014468,0.510858224422704,-1.611285178776795,0.06943837957390131
1999,-0.020642057332125596,-0.06659574740068061,0.025311632736429418,-0.05839463147250101,-0.1606160903839933,0.04382682743899127,-0.07188237363641925,-0.10958674033666614,-0.03417800693617236,-0.19428448677062948,-0.3540857006591681,-0.03448327288209088,-0.11137718775055627,-0.2146455757431377,-0.008108799757974863,-0.6707032336367553,0.819614015745365,-2.018968289537881,0.67756182226437
2000,0.0017998782071199648,-0.043310658003710444,0.04691041441795037,-0.008508881655606482,-0.10808338558661901,0.09106562227540604,-0.04322274381464186,-0.0836213149019258,-0.0028241727273579237,-0.23769707679748553,-0.41840832730517563,-0.05698582628979543,-0.22712025263092733,-0.3237481025195496,-0.13049240274230506,-0.2893630562230687,0.4368043651830164,-1.0079062369491307,0.42918012450299337
2001,0.017449840632351943,-0.03956198112370687,0.07446166238841076,0.050670758160677676,-0.04905204823779072,0.15039356455914607,-0.014422828500921137,-0.0581078637220857,0.029262206720243426,0.051730203628540306,-0.03214603339807498,0.1356064406551556,0.004877332665703449,-0.09616137561117519,0.10591604094258208,0.25111413603752597,0.4803555239677986,-0.5390707008895028,1.0412989729645548
2002,0.028250106898221106,-0.02884753088587534,0.08534774468231755,0.11278390017422735,-0.0057256248919130975,0.23129342524036778,0.04990450685674486,0.004429188457952336,0.09537982525553737,0.3840820789337158,0.21607204989080517,0.5520921079766264,0.1905882277271964,0.09099325875938391,0.2901831966950089,0.6898753433700215,0.41604389671090525,0.005483133280582364,1.3742675534594606
2003,0.05935688885775481,-0.007407258255898788,0.1261210359714084,0.2030654343691738,0.0679288725311625,0.33820199620718505,0.11952950304204757,0.07028324591532079,0.16877576016877435,0.6563944816589355,0.32130687861044177,0.9914820847074293,0.2701964356682517,0.1746107252677024,0.365782146068801,0.9549218843666174,0.43952092108352725,0.23190996918421503,1.6779337995490198
2004,0.10739208134737882,0.0402153035626457,0.17456885913211195,0.28052343455227924,0.14512952165244705,0.4159173474521114,0.18753883188421067,0.1379003874564474,0.23717727631197394,0.6542348861694336,0.5069517984499827,0.8015179738888845,0.0010648526928641044,-0.09713386964443439,0.0992635750301626,1.213541885887722,0.46911052994691377,0.44185506412504894,1.9852287076503952
2005,0.0999986258420077,0.030986758292545977,0.1690104933914694,0.33315791216763563,0.1972008726023869,0.46911495173288437,0.2505139047449285,0.2001343087781855,0.30089350071167154,0.727204418182373,0.633783716938705,0.820625119426041,0.15679157159545204,0.052452117102156276,0.26113102608874783,1.4810737354618184,0.48682761194936675,0.6802423138051101,2.2819051571185267
2006,0.07396980198946862,0.00163670005397909,0.14630290392495815,0.41394039717587544,0.277091938708394,0.5507888556433569,0.3268577749078923,0.2752373471186103,0.3784782026971743,0.8508980751037598,0.5853706950480103,1.1164254551595092,0.17891494415023101,0.06502435023136695,0.2928055380690951,1.6682619083154182,0.5230671661518094,0.8078164199956918,2.5287073966351445
2007,0.1307688561352816,0.05365268931854153,0.2078850229520217,0.4806521686640651,0.34298628547446497,0.6183180518536653,0.4076969320123845,0.354291003285533,0.461102860739236,0.755551528930664,0.608794039667044,0.902309018194284,0.10287332914092326,-0.023452585597386055,0.22919924387923257,1.7704766164571324,0.5159079881915181,0.9218079758820852,2.6191452570321796
2008,0.2120167461308566,0.12917699234171315,0.29485649992000007,0.5334999713030728,0.39492004635601685,0.6720798962501288,0.4865355665033513,0.4309405329714094,0.5421306000352932,0.9397127628326416,0.7434271010523333,1.1359984246129498,0.12620528123595495,-0.014934116853475704,0.26734467932538564,1.9117139587577285,0.5285445715636768,1.04225813853548,2.7811697789799767
2009,0.20756623419848352,0.11819585892125783,0.2969366094757092,0.597413119944659,0.4581838777894154,0.7366423620999025,0.5546272212808782,0.49631692384978915,0.6129375187119672,1.10294189453125,0.8241129410570622,1.3817708480054376,0.22867507121779704,0.07105607156490779,0.3862940708706863,2.4151510581692697,0.5288159011119408,1.5452489008401271,3.2850532154984124
2010,0.2918349829587069,0.195103833690709,0.38856613222670483,0.6887768204239281,0.5484334864530315,0.8291201543948247,0.6660145530646496,0.6047288155587621,0.7273002905705371,1.0581675529479981,0.9249970956256172,1.1913380102703792,0.2791735925457694,0.10465898652803954,0.4536881985634993,2.5053843201221917,0.6087572394794011,1.5039786611785768,3.5067899790658066
2011,0.32411767813292414,0.21939582174071753,0.42883953452513074,0.7517698141661556,0.6100592363042183,0.8934803920280929,0.797527819330042,0.733154499048464,0.8619011396116201,1.172118040919304,1.0375471958368805,1.3066888860017274,-0.000808497450568435,-0.19369402777059466,0.1920770328694578,2.6428689314413556,0.5413619411794358,1.7523285382011837,3.5334093246815277
2012,0.3536951062354174,0.24080729681787894,0.46658291565295584,0.7784274610606106,0.6355844554998777,0.9212704666213434,0.9165590698068791,0.8487772920739438,0.9843408475398143,1.3359959244728088,1.1380802562299503,1.5339115927156672,0.405598477341912,0.19433344084073992,0.6168635138430841,3.6165069656815896,0.5734576453273129,2.67316913911816,4.55984479224502
2013,0.42340410622683433,0.3017371045957771,0.5450711078578916,0.8651102813807399,0.721272904537761,1.0089476582237187,1.020487349683588,0.9490903797809008,1.091884319586275,1.5293026685714721,1.3213007693040697,1.7373045678388745,0.37179791412570257,0.14319394461551263,0.6004018836358925,3.9556210652550257,0.6201088357971154,2.935542030368771,4.97570010014128
2014,0.49241209897128013,0.3618495071559851,0.6229746907865752,0.9391456994143397,0.7946948288565032,1.0835965699721761,1.061065118963068,0.9857895946456967,1.1363406432804393,1.685045337677002,1.5204283626086958,1.8496623127453082,0.2560110547325828,0.006298772012512138,0.5057233374526534,4.286040614239635,0.6100415032894995,3.2825223413284084,5.289558887150862
2015,0.5855627861889925,0.44581141536758545,0.7253141570103996,1.0176314267245203,0.8716506198733093,1.1636122335757313,1.1191089803522283,1.0398026811580996,1.198415279546357,1.892512035369873,1.6405615793291404,2.144462491410606,0.6663301744244315,0.3965148964476272,0.9361454524012358,5.164526158751205,0.644538388796227,4.104260509181411,6.224791808320998
2016,0.5666000691327181,0.41747621266944257,0.7157239255959936,1.0881678494540126,0.9408674226167207,1.2354682762913045,1.1942859823053533,1.1108993015494637,1.277672663061243,1.8652884483337402,1.7657174718738167,1.9648594247936637,0.8272731342098929,0.537752409723975,1.1167938586958108,5.690410443944824,0.6481537480216532,4.624197528449205,6.756623359440443
2017,0.5806488362225619,0.421707563682311,0.7395901087628128,1.176957455548373,1.0271797697549938,1.3267351413417523,1.25936729257757,1.1714707945179605,1.3472637906371796,2.0228739261627195,1.8281037390529973,2.2176441132724416,0.6074426927349784,0.2958725658519874,0.9190128196179694,5.73581602381169,0.7240293539532829,4.54478773655854,6.9268443110648406
2018,0.696409138766202,0.5281244768077682,0.8646938007246359,1.205569210919467,1.0527027280878984,1.3584356937510353,1.2730523759668522,1.180997744912847,1.3651070070208573,2.074393606185913,1.8216997413223657,2.327087471049461,0.5324451961300589,0.20074084351985633,0.8641495487402615,5.965000044906917,0.7425847143659893,4.743448189774865,7.186551900038969
2019,0.6917651205871491,0.6753151205871492,0.7082151205871491,1.28010375054776,1.11336666670621,1.4468408343893098,1.3214496367767197,1.3049996367767196,1.3378996367767197,2.41505758715868,2.39449508715868,2.43562008715868,0.5324451961300589,0.20074084351985633,0.8641495487402615,6.746418209247338,0.7425847143659893,5.524866354115286,7.96797006437939
2020,0.7446601482114583,0.7282101482114584,0.7611101482114583,1.3812080257322732,1.2103454338121986,1.5520706176523478,1.4331107785815083,1.4166607785815082,1.4495607785815083,2.38475758715868,2.22930508715868,2.54021008715868,0.5324451961300589,0.20074084351985633,0.8641495487402615,6.903546022488269,0.7425847143659893,5.681994167356217,8.125097877620322
2021,0.7701859309002244,0.7537359309002244,0.7866359309002243,1.4267668897781025,1.2513574937168321,1.6021762858393729,1.4787376202021343,1.4622876202021342,1.4951876202021344,2.56855758715868,2.51016008715868,2.62695508715868,0.5324451961300589,0.20074084351985633,0.8641495487402615,6.965139749711554,0.7425847143659893,5.743587894579502,8.186691604843606
2022,0.7131118056700219,0.6966618056700219,0.7295618056700218,1.5411429362044662,1.3579882105065164,1.724297661902416,1.5219252353034234,1.5054752353034233,1.5383752353034235,2.71155758715868,2.68145408715868,2.74166108715868,0.5324451961300589,0.20074084351985633,0.8641495487402615,7.305210406917306,0.4,6.6472104069173055,7.963210406917306
2023,0.7013054060383461,0.6848554060383462,0.7177554060383461,1.6686986580428633,1.4758051668376078,1.8615921492481189,1.5741034120990034,1.5576534120990033,1.5905534120990035,2.90135758715868,2.81598208715868,2.98673308715868,0.5324451961300589,0.20074084351985633,0.8641495487402615,7.885436304456636,0.4,7.227436304456636,8.543436304456636
2024,0.7646276896479223,0.7481776896479223,0.7810776896479222,,,,1.6184183292260754,1.6019683292260753,1.6348683292260755,3.0108575871586805,2.9570660871586805,3.0646490871586805,0.5324451961300589,0.20074084351985633,0.8641495487402615,8.225314682835013,0.4,7.567314682835012,8.883314682835012
2025,0.7663673305319003,0.7490368919959887,0.783697769067812,,,,1.6502983936827973,1.6338483936827972,1.6667483936827974,3.2329575871586798,3.15235258715868,3.3135625871586796,0.5324451961300589,0.20074084351985633,0.8641495487402615,,0.7425847143659893,,
2026,,,,,,,,,,,,,0.5324451961300589,0.20074084351985633,0.8641495487402615,,0.7425847143659893,,
